abbrName	ncbiID	fullName	isolate	strain	norank_57678	norank_1086053	serogroup	forma	formaspecialis	varietas	subspecies	species	norank_600669	norank_44542	speciessubgroup	norank_2642122	norank_2619919	norank_2627626	norank_1919231	norank_38063	norank_2622230	norank_2642239	norank_2629106	norank_2618147	norank_2625095	norank_2641301	norank_2621923	norank_256003	norank_2627676	norank_2621901	norank_2644672	norank_1104572	norank_2642439	norank_1234666	norank_2619537	norank_2646925	norank_2643926	norank_2635519	norank_2638681	norank_2624677	norank_2685009	norank_2644212	norank_2631227	norank_2144190	norank_2622732	norank_69483	norank_2643768	norank_2668073	norank_2648758	norank_1655640	norank_2639520	norank_2634974	norank_2620651	norank_2641160	norank_2634096	norank_2648975	norank_2684913	norank_1700837	norank_132567	norank_2626337	norank_2634179	norank_2629569	norank_2623058	norank_1727652	norank_2684908	norank_886737	norank_2638413	norank_2638438	norank_2632030	norank_2630403	norank_2648658	norank_2642017	norank_2636082	norank_2631942	norank_2625419	norank_2565780	norank_2629969	norank_2648942	norank_2648404	norank_2631116	norank_2624956	norank_2610901	norank_857194	norank_220671	norank_254878	norank_2641196	norank_2633939	norank_2678336	norank_2640012	speciesgroup	norank_44537	section	subgenus	genus	norank_1535325	subtribe	norank_1304792	norank_651142	norank_1593277	norank_2116545	norank_114584	norank_2683658	norank_218105	norank_1113537	norank_1142503	norank_588816	norank_1803510	tribe	norank_588815	norank_1648033	subfamily	norank_359160	norank_147370	family	norank_469895	norank_715341	norank_2601530	norank_337687	norank_1912919	superfamily	norank_2601529	norank_74971	norank_104431	norank_43741	norank_37567	norank_43738	parvorder	norank_480117	norank_480118	infraorder	norank_33351	norank_33349	norank_33347	suborder	norank_33343	order	norank_159987	norank_2812636	norank_33083	norank_355688	norank_9263	norank_91836	norank_314147	norank_6970	norank_4734	superorder	norank_71275	norank_1437201	norank_186626	norank_1489908	norank_1437010	subcohort	norank_1489872	norank_91827	norank_9347	norank_123369	norank_123368	norank_123367	norank_123366	norank_123365	cohort	norank_32525	norank_71240	norank_186625	norank_1489341	infraclass	subclass	norank_1520881	norank_4447	norank_1437183	norank_85512	class	norank_2290931	norank_2283794	norank_2683659	norank_2683660	norank_715962	norank_715989	norank_2692248	norank_404260	norank_436492	norank_58024	norank_436491	norank_436489	norank_436486	norank_8492	norank_1329799	norank_32561	norank_8457	norank_32524	norank_716546	norank_3208	norank_32523	norank_78536	norank_1338369	norank_58023	norank_3193	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_716545	norank_197562	norank_197563	phylum	norank_1783276	norank_1783275	norank_112252	norank_2611352	norank_1798711	norank_2696291	norank_554915	norank_33630	norank_1206795	norank_2697495	norank_68336	norank_1783257	norank_1783272	norank_1783270	norank_1935183	norank_33634	norank_2611341	norank_88770	norank_2698737	norank_1206794	norank_33317	norank_33511	norank_33213	norank_6072	subkingdom	kingdom	norank_999999005	norank_999999001	norank_999999002	norank_999999003	norank_999999004	norank_33154	superkingdom	norank_131567	root
ncbi224129	224129	Agrilus planipennis	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	224129	195164	195164	195164	195164	195164	195164	195164	195164	195164	195164	195164	195164	195164	195164	195164	195164	195164	261156	261156	261156	50527	50527	50527	50527	50527	50527	71192	71192	71192	71192	71192	71192	71192	71192	71192	71192	41087	41087	41087	41087	41084	41084	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	33392	33392	33392	33392	33392	33340	7496	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	197562	197563	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	6656	88770	88770	1206794	33317	33317	33213	6072	6072	33208	33208	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi224308	224308	Bacillus subtilis subsp. subtilis str. 168	224308	224308	224308	224308	224308	224308	224308	224308	135461	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	1423	653685	653685	653685	653685	1386	1386	1386	1386	1386	1386	1386	1386	1386	1386	1386	1386	1386	1386	1386	1386	1386	1386	1386	1386	186817	186817	186817	186817	186817	186817	186817	186817	186817	186817	186817	186817	186817	186817	186817	186817	186817	186817	186817	186817	186817	186817	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	1385	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	91061	1239	1239	1239	1239	1239	1239	1239	1239	1239	1239	1239	1239	1239	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	2	131567	1
ncbi224324	224324	Aquifex aeolicus VF5	224324	224324	224324	224324	224324	224324	224324	224324	224324	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	63363	2713	2713	2713	2713	2713	2713	2713	2713	2713	2713	2713	2713	2713	2713	2713	2713	2713	2713	2713	2713	64898	64898	64898	64898	64898	64898	64898	64898	64898	64898	64898	64898	64898	64898	64898	64898	64898	64898	64898	64898	64898	64898	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	32069	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	187857	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	200783	2	131567	1
ncbi224911	224911	Bradyrhizobium diazoefficiens USDA 110	224911	224911	224911	224911	224911	224911	224911	224911	224911	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	1355477	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	374	41294	41294	41294	41294	41294	41294	41294	41294	41294	41294	41294	41294	41294	41294	41294	41294	41294	41294	41294	41294	41294	41294	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	356	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi226186	226186	Bacteroides thetaiotaomicron VPI-5482	226186	226186	226186	226186	226186	226186	226186	226186	226186	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	818	816	816	816	816	816	816	816	816	816	816	816	816	816	816	816	816	816	816	816	816	815	815	815	815	815	815	815	815	815	815	815	815	815	815	815	815	815	815	815	815	815	815	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	171549	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	200643	976	976	976	976	976	976	976	976	976	976	976	68336	68336	68336	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	1783270	2	131567	1
ncbi237561	237561	Candida albicans SC5314	237561	237561	237561	237561	237561	237561	237561	237561	237561	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	1535326	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	4751	999999005	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi237631	237631	Ustilago maydis 521	237631	237631	237631	237631	237631	237631	237631	237631	237631	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	452284	452284	452284	452284	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	5204	451864	4751	999999005	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi243090	243090	Rhodopirellula baltica SH 1	243090	243090	243090	243090	243090	243090	243090	243090	243090	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265606	265488	265488	265488	265488	265488	265488	265488	265488	265488	265488	265488	265488	265488	265488	265488	265488	265488	265488	265488	265488	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691357	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	2691354	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203683	203682	203682	203682	203682	203682	203682	203682	203682	203682	203682	203682	203682	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	1783257	2	131567	1
ncbi243230	243230	Deinococcus radiodurans R1	243230	243230	243230	243230	243230	243230	243230	243230	243230	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1299	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	1297	1297	1297	1297	1297	1297	1297	1297	1297	1297	1297	1297	1297	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	2	131567	1
ncbi243231	243231	Geobacter sulfurreducens PCA	243231	243231	243231	243231	243231	243231	243231	243231	243231	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	35554	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	28231	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	213422	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	69541	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	68525	68525	68525	68525	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi243232	243232	Methanocaldococcus jannaschii DSM 2661	243232	243232	243232	243232	243232	243232	243232	243232	243232	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	183939	183939	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	2283794	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	1
ncbi243273	243273	Mycoplasma genitalium G37	243273	243273	243273	243273	243273	243273	243273	243273	243273	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2097	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093	2093	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2092	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	2085	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	31969	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	544448	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	2	131567	1
ncbi243274	243274	Thermotoga maritima MSB8	243274	243274	243274	243274	243274	243274	243274	243274	243274	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2336	2335	2335	2335	2335	2335	2335	2335	2335	2335	2335	2335	2335	2335	2335	2335	2335	2335	2335	2335	2335	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	188709	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	2419	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	188708	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	200918	2	131567	1
